normalized_name
homer simpson
marge simpson
bart simpson
lisa simpson
c montgomery burns
moe szyslak
seymour skinner
ned flanders
krusty the clown
grampa simpson
chief wiggum
kent brockman
milhouse van houten
apu nahasapeemapetilon
lenny leonard
waylon smithers
nelson muntz
dr julius hibbert
edna krabappel-flanders
carl carlson
rev timothy lovejoy
sideshow bob
mayor joe quimby
comic book guy
gary chalmers
groundskeeper willie
announcer
selma bouvier
professor jonathan frink
barney gumble
troy mcclure
patty bouvier
martin prince
otto mann
sideshow mel
ralph wiggum
fat tony
lou
jimbo jones
kirk van houten
agnes skinner
narrator
cletus spuckler
gil gunderson
lionel hutz
snake jailbird
kearney zzyzwicz
the rich texan
herb
rainier wolfcastle
miss hoover
dolph
captain horatio mccallister
judge snyder
mona simpson
roger meyers jr
manjula nahasapeemapetilon
declan desmond
maude flanders
helen lovejoy
blue-haired lawyer
luigi
lurleen lumpkin
dr nick riviera
todd flanders
lindsay naegle
dr marvin monroe
duffman
mary
louie
rabbi hyman krustofsky
tour guide
jasper beardly
jacques
baseball announcer
man
luann van houten
hank scorpio
dr j loren pyror
bergstrom
salesman
annie crawford
old jewish man
artie ziff
woman
larry
michael
charles heathbar
frank grimes
buck
colonel
george hw bush
dan gillick
dewey largo
rod flanders
marty
drederick tatum
armin
football announcer
cecil terwilliger
tv announcer
principal dondelinger
bill
brandine del roy
chazz busby
eddie
tab spangler
director
jakob
producer
julio
manager
executive
raymondo
bleeding gums murphy
arnie pye
pilot
john
shauna chalmers
teacher
cowboy bob
hans moleman
female executive
judge harm
ray magini
lady gaga
wayne
commandant
clerk
herman hermann
elon musk
diggs
squeaky-voiced teen
hugh
jay
zack
goodman
parson
rowan priddis
little vicki
god
warden
emily
nurse
chloe
hobo
akira
bill clinton
eduardo
jack
cheech
lanley
dr zander
host
prof august
hurlbut
guard
wally
james woods
dj
birch barlow
jacqueline bouvier
waiter
gloria
shary
sara sloane
track announcer
cooder
sgt skinner
father
disco stu
karl
llewellyn sinclair
dr foster
becky
lt smash
gulliver dark
captain
ben
the real bob
sherri mackleberry
ruth
glen
coach krupt
artie
eliza
devil
rev hooper
professor farnsworth
mrs muntz
father sean
mindy
jessica
kemi
walther hotenhoffer
janey
security guard
moog
ms melon
interviewer
ethan foley
laura powers
dwight
roofi
nigel bakerbutcher
terri mackleberry
stillwater
howard k duff viii
henry viii
alec baldwin
isabel gutierrez
radio announcer
mark hamill
rex banner
farmer
chester lampwick
bumblebee man
colby
pierce brosnan
mason
lyle mccarthy
instructor
bob costas
mrs glick
saleswoman
robert marlowe
voice
dr zweig
tammy
auctioneer
ron howard
patrick
george plimpton
betty white
10-year-old homer
lunchlady dora
renee
bender
frink senior
richard dean anderson
maxine lombard
aide
juliet hobbes
chong
brother faith
kim basinger
lunchlady doris
princess penelope
alex
british commentator
belle
reporter
doctor
cesar
jesse grass
ms cantwell
milo
macarthur parker
receptionist
stan
grady
madam wu
santa claus
danielson
cashier
horst
murdock
mrs mcconnell
alberto
number one
slick publisher
krusty doll
barbara
edward
gina vendetti
lifeways editor
captain jack
rachel
jim hope
employee
simon
cain
sheriff
tabitha
casino manager
captain bowditch
ron rabinowitz
martha stewart
meathook
terence
fbi supervisor
dave
wiseguy
officer goodman
mike scioscia
detective
male executive
mick jagger
allison
charlie
bligh
technician
nick
colt
gabriel
randy newman
cookie kwan
nash castor
dr kissingher
evan conover
lawyer
stark richdale
mother
lloyd
inspector wiggum
ted nugent
evelyn
simon cowell
goose gladwell
johnny tightlips
agent johnson
darcy
accountant
